,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,Min,Index,1,2,3,4,5,,,,Wins,Top m,,Wins,f_x,,,Top m
1,0.665980982,3.471810266,1.883470464,1.701714902,1.302880981,1.534431046,0.85363529,1.040466679,1.396845319,0.780932941,1.013031833,1.125514714,6.742730021,3.669136493,2.266667165,0.665843632,1.292592886,0.816872646,1.397256797,8.085665631,4.113306426,2.15685921,0.94362148,0.864197771,4.608641693,1.327503576,0.862277211,0.825377237,0.09396436,0.297668117,0.290397809,0.150205799,0.197530923,0.104252429,0.052812086,0.078875193,0.179012394,0.091906745,0.097393717,0.072016481,0.940123534,0.363854622,0.144718831,0.078875195,0.106310042,0.085733905,0.152949287,0.110425271,2.677708767,0.682167483,0.338820392,0.130315535,0.070644739,0.1378585,10.8648144,0.350480207,0.11042527,0.072702353,0.145404703,0.052812086,35,35,53,40,58,36,,,1,0,0,,40,132,,38,590
2,0.890260878,3.63648811,1.901303586,1.313786039,0.880384284,1.448560052,1.498354268,0.944444705,1.126200581,1.631001814,1.217832922,1.164609373,5.875582766,1.604732642,1.379012665,1.05617313,1.534019542,0.971193669,1.200686139,15.34362139,2.49876558,2.349108825,1.116941246,1.196845308,5.924005675,2.288546432,0.995610631,1.018244408,0.068587124,0.355967174,0.239643336,0.090535003,0.106310042,0.11042527,0.100137201,0.131001408,0.125514439,0.09945133,0.075445836,0.081618678,0.773799837,0.434842359,0.126886179,0.102194814,0.059670799,0.064471897,0.119341595,0.024005494,4.359191056,0.292592617,0.171467811,0.078189322,0.060356669,0.109739,9.313786222,0.522633882,0.204389629,0.045953374,0.099451331,0.024005494,48,48,58,45,53,46,,,2,0,0,,45,128,,37,581
3,1.46337483,3.44437592,1.508984919,2.123662936,0.961317088,0.475034373,1.055555842,0.869684734,1.069684733,0.958162136,1.0422499,1.009602464,8.019547026,1.523388374,1.628258346,1.024623044,1.027435123,1.017147057,0.979286802,6.386488664,5.336214952,2.251440714,0.883813639,1.113169022,5.155144602,1.621467934,1.010288334,1.384774046,0.064471897,0.189300465,0.298902663,0.1001372,0.135802506,0.100823073,0.170781939,0.084362163,0.087791519,0.058299056,0.120713338,0.134430764,0.875034518,0.419753192,0.189986331,0.165980842,0.098079588,0.141289476,0.100137202,0.105624172,2.932716024,0.611111275,0.14334709,0.102880685,0.120027466,0.1275715,5.729492709,0.365569371,0.13237315,0.20576137,0.16529497,0.058299056,38,38,29,36,37,45,,,3,0,0,,46,125,,45,580
4,0.893690219,2.887036744,2.236557227,1.332441768,0.780247084,0.762140023,1.361180014,0.743484429,1.204526972,0.820987877,0.724965904,1.129767003,8.398353611,4.02908183,2.129355837,1.336282848,1.272016762,1.107682056,1.311934363,11.290193,3.037037413,4.950412593,1.749794563,0.664609231,4.844581884,1.980521628,0.875857571,0.870782082,0.076131709,0.277091982,0.13580251,0.093278488,0.211248348,0.093278489,0.096707845,0.100823072,0.128257923,0.070644739,0.111111141,0.202332016,0.585528098,0.365843632,0.184499364,0.157750383,0.126886179,0.125514436,0.085733906,0.089849133,5.477984701,0.446502178,0.227023381,0.060356669,0.06584364,0.0795605,4.771194086,0.346364976,0.128943793,0.114540497,0.131001408,0.060356669,52,52,53,38,29,54,,,4,0,0,,29,122,,46,575
5,0.716461054,2.658709994,1.95048036,1.685048057,1.681207507,0.700000141,0.953772482,0.824417245,0.710288215,1.480933082,1.339643601,1.553909851,6.573113411,3.381619246,1.40781928,1.16529526,0.834430918,1.027846582,0.59986294,8.345816284,1.64300409,3.732236692,1.415501025,0.855829972,6.953841341,2.896708438,1.460219852,0.850205943,0.155692771,0.407407517,0.266803918,0.18930046,0.179698271,0.108367656,0.109739398,0.182441751,0.138545991,0.087105648,0.079561064,0.091220875,0.979424008,0.155006898,0.131001406,0.07613171,0.068587124,0.086419776,0.059670797,0.155692772,3.273319638,0.416598108,0.238683193,0.109739398,0.115912239,0.1289425,5.828806691,0.493827293,0.130315536,0.090535005,0.157750385,0.059670797,47,47,45,44,39,46,,,5,0,0,,37,122,,53,571
6,0.874485841,3.61556918,2.016323982,2.09663954,1.600960576,1.57681798,1.220576402,1.365432315,1.044444562,0.834430908,1.27544611,0.644307232,5.569410675,3.605350524,2.199040291,1.175240323,1.121399471,1.175583291,1.287517383,8.259602892,2.883265183,0.88340215,1.032098747,0.910837001,6.705624488,2.221467768,0.678738114,0.637997329,0.106995914,0.355967176,0.19135808,0.147462314,0.209190733,0.113854626,0.083676292,0.092592617,0.123456823,0.074074095,0.164609097,0.058984927,0.957681776,0.620576258,0.111797011,0.066529512,0.146776446,0.028806592,0.139917733,0.057613185,4.257477019,0.429904069,0.156378643,0.198902659,0.072702352,0.074073,9.183951062,0.371056344,0.112482884,0.08299042,0.131687279,0.028806592,46,46,48,40,44,53,,,6,0,0,,39,118,,47,569
7,0.937723052,4.056858534,3.071193795,1.367489801,1.290123817,1.181207347,1.512483141,0.956927451,0.909190874,1.415363854,1.099588671,0.871056477,6.46028695,3.031893514,0.808093394,1.196776741,0.956653037,1.266529775,0.839232003,12.88360805,3.047393945,2.715638456,0.850343,0.610562468,5.212482983,2.148422687,1.186968688,1.011385684,0.100823072,0.4698218,0.215363575,0.120713337,0.124828566,0.111797014,0.060356669,0.02743485,0.09876546,0.146776446,0.089849133,0.097393717,0.737174237,0.50198914,0.17352542,0.167352584,0.111111141,0.181070008,0.118655725,0.146776445,2.653840756,0.285185235,0.189986333,0.060356669,0.112482884,0.072016,6.808778959,0.192729819,0.137860121,0.054869699,0.067901252,0.02743485,36,36,58,35,52,59,,,7,0,0,,48,117,,40,560
8,1.298079859,3.244238359,1.956104244,1.936968747,1.253635311,1.085048326,1.184911102,0.874897309,0.91495225,0.947188191,0.90672178,1.221536689,5.85534935,3.912346542,0.691358212,1.063443307,1.14924579,0.657750523,1.236351446,10.84842371,2.958779484,0.872222408,1.125377374,1.340878263,5.124622696,1.727366494,1.027435109,0.646090713,0.159807999,0.333333423,0.303566564,0.124828565,0.152949289,0.075445837,0.093964361,0.048696859,0.080246934,0.07750345,0.098079588,0.172839554,0.889917877,0.390603599,0.109053529,0.179698268,0.135116634,0.107681785,0.196845048,0.080932806,4.281413403,0.350343,0.101508945,0.098765459,0.087791519,0.1261985,4.573594125,0.528120852,0.178326522,0.067215382,0.133744892,0.048696859,36,36,58,34,38,37,,,8,0,0,,53,117,,39,557
9,1.375857718,3.058915752,2.656104636,1.492318378,1.51563813,1.909191127,0.788614582,0.973937177,0.968587263,0.945816446,0.702469225,0.993827435,7.958436059,2.414746588,2.565158525,1.132304689,0.693552899,1.046365096,0.832784759,11.61015261,2.605281679,0.906653183,1.272634006,0.741289477,8.063100019,2.478601193,0.84197548,1.148834344,0.135802506,0.256515846,0.096021976,0.177640647,0.216049446,0.131001408,0.131687278,0.051440343,0.194787432,0.115912241,0.051440343,0.148148188,0.751440477,0.438203115,0.310013797,0.106995913,0.209190729,0.128943793,0.044581631,0.100823073,3.203635609,0.230178335,0.216735311,0.056241443,0.077503451,0.0953345,3.565226779,0.179012396,0.11591224,0.090535004,0.150205803,0.044581631,47,47,39,36,52,53,,,9,0,0,,38,113,,48,557
10,1.169821943,3.990191597,2.72962994,1.393895761,1.175034519,1.303978296,0.764197621,1.297668401,0.879698408,1.465706847,0.850480351,0.953086625,6.159258097,3.002812688,2.243621948,1.201577831,1.060494003,1.089849393,0.99053514,11.97963063,2.598079944,2.946571265,1.465706819,1.154046885,5.221605107,2.640878596,1.416049703,0.670782082,0.167352583,0.242798421,0.208230461,0.235939704,0.220850545,0.06652951,0.127572051,0.090535003,0.094650232,0.085733906,0.152263416,0.019204395,0.920850542,0.2211248,0.126886178,0.215363569,0.093278489,0.091220876,0.148834059,0.028120722,2.823320247,0.601097475,0.186556977,0.070644738,0.090535004,0.1419745,4.851028966,0.438271723,0.162551484,0.17764065,0.112482884,0.019204395,40,40,48,34,52,38,,,10,0,0,,47,111,,29,556
11,1.060768414,2.634841934,3.381344807,1.257613199,1.19341598,1.234705302,1.268175928,1.071193543,0.98367643,0.922222412,0.82098788,1.682579238,5.790329259,4.224212272,2.525103569,0.942798546,0.555006901,1.672839927,0.859533737,7.77853263,1.695884501,6.371469146,1.341495547,0.64828539,5.995267615,1.737517527,0.905761515,0.597530923,0.109053527,0.255829973,0.261316946,0.11042527,0.27160502,0.139231863,0.09396436,0.075445837,0.048010987,0.135802506,0.069958867,0.122085082,0.585253692,0.425240165,0.157064513,0.048010987,0.148834061,0.113168755,0.08779152,0.098079587,3.428944367,0.485596838,0.283950695,0.12757205,0.076131707,0.102193,2.893895768,0.517832788,0.131001407,0.109739398,0.074074094,0.048010987,37,37,44,39,59,36,,,11,0,0,,54,109,,36,544
